sequence,label
ChoupetteNoPV: CV b1,positive
"caline sous le pied de son felin , au moins la bete elle est reconnaissante",positive
ma3naha khmaj,neutral
vous avez quand meme des façons de penser tres basiques et binaires,negative
on dirait il est 7h,neutral
Feriel: alo,neutral
Bonjour Vanille,positive
bisoussss toi twinsen,positive
bueno4 la c'est moi  que je suis perdue  mdrrr,negative
As Salem les nouvelles re les anciens,neutral
new-man: chaalo la clim skhana f salon hhhh,positive
!seen Melany,neutral
Salut  loun1,positive
oui mais bon si tu as des gosses ...,neutral
basseme wesh dakhlek fiya w 3lah tu te donnes en exemple?,neutral
Salut delinekira,positive
bizou,positive
انتم اخوتي,positive
mais non,negative
t'es chanceux toi,positive
Ya 2baloo,neutral
J en ai marre des chapitres xD,negative
Naim:  cv et toi,positive
jeanne,neutral
"leur donne pas l'importance qu'il ne doivent surtout pas avoir, hannibal-smith76|venere , et marre toi avec les bons, tu leurs fera jamais plus mal qu'avec ça xD",positive
et 1an apres il te vire,negative
كاين الحج ولا مكانش,neutral
mais  eurasienne|vivaitalia  comment je suis plus le bien venu sur ta salle,neutral
ben si!!,positive
Salamo contre notre temps,negative
merde,negative
je cherche un emploi,negative
Hhhhh,positive
Ah ta deux vanille lol,neutral
مفردها كثيرة,neutral 
jprends ça pour un giga compliment snif,positive
lol  Inno  c mon clavier yadkhak,neutral
Mais vous tous des dactylo m'a parole,neutral
Chipie,neutral
bonsoir les larbins,negative
Nasia slam comment ça va,positive
apres iqolo chahid,neutral
suis faible en anglais,negative
il se trouve que le seigneur m'a élevé à un haut rang pour me donner un point de vue supérieure sur son royaume,negative
"Joss:  j'en sais rien, j'y suis jamais allée, j'reste juste ici",negative
c'est mon creneau de reception,neutral
Sinon j'espère que tout le monde vont bien et passez de bonne journée 😊😊,positive
Salam,positive
mdrr,positive
Ouai comme xxx qui sort un album un an après.,negative
Adage c'est. Ton  couple https://photos.app.goo.gl/GnY212Nx7q3CmaYu5 hahahah,neutral 
Arabica fait un énorme Kiiiiisss à eurasienne,positive
basseme avocat?,neutral
Karim23 salam,positive
il à pas sifflé,negative
Fétichiste des talons 👠 ?,neutral
"Qu'est-ce qui ce passe Forseti ?!! Moi écoute comme d'habitude ,je t'en remercie",positive
!lait Aaliyah,neutral
Envoi une photo,neutral
faut t accrocher P0ussiere2lune,neutral
Tu es troublé PetitPierre|Happy-Days|On-AiR mdrrrr ou tu vous trouble?,neutral
c koi boom boom,neutral
bueno4: hhhh cv toi,positive
Adage car je de reconnue parmi milles femmes,neutral
Salam,positive
bonne nuit les loulous faites de beaux rêves,positive
"new-man se donne un peu de tendresse à (elle-lui)-même, puisque personne ne lui en donne (♥‿♥)",negative
mais je suis amoureux,positive
"moi, ça me va",positive
on va on vient,neutral
Bonjour,positive
😂 ink nhalou drahmek bark,negative
!tapavu karine33,negative
merci Tess_ tout va bien,positive
Vladcarstein,neutral
moscoo:  hmd ya raby tkrs mlih et toi ?,neutral
sublime je ne parle pas au usere qui insult,negative
killbill:  ?,neutral
gg xD,positive
qui agé,neutral
"Chaat.fr - n°40433  Aujourd'hui, je me suis pris le fond d'une piscine en pleine face. Quelques radios plus tard, aux urgences, j'apprends que j'ai le nez cassé. Ma mère ajoute alors : ""C'est pas plus mal, tu pourras faire de la chirurgie esthétique remboursée."" VDM ",negative
P0ussiere2lune:  tu vas sinon :),neutral
qalbek parking li iji yedkhol   hhhhh,neutral
chiasse au goût de degeulie,negative
Ca veut dire quoi binaire,neutral
!voice wahrani31,negative
salut mamy,positive
Et les poussins ???? Arabica,neutral
Speedd mais c'est du chaoui j'avais raison ?,neutral
déjà?,neutral
Slm alikoum perlea,positive
Adage https://photos.app.goo.gl/UsJxivywCAhtXaWy9  hahahah,positive
elle va pas bien,negative
tain les mecs sérieux tellement vous avez pas copulé depuis je ne sais combien de temps vous devenez frustrée et casse kouille,negative
Bonsoir tous le monde,positive
Bonsoir,positive
"Tramontane, bah toutes les applis etc qui existe mtn ",neutral
الله ربنا,neutral
Oui speedd,negative
Awjak التوحيد لله,neutral
Bonjour Xavier10-,positive
ouais vindiou,positive
Bah jtai demandé si ça allait Vladcarstein... jai pris un vent force 10,negative
Bonjour,positive
redDol:  kes que ca peut te faire tu y es bien la bas  donc sans coimmentaire,negative
J'ai un grand salon Terre-Hermess! :o,positive
du prenom Klaus,neutral
les larbins,negative
الحرارة لاتطاق لاتطاق - speedd,neutral
Je suis hors planète hhh,negative
oui mais j'y passe de préférence mes loisirs en espagne,positive
chipie:  trés bien et toi ? tu danses toujours autant :D,positive
idem aertty,neutral
rouh,neutral
Grizzly-,positive
new-man: hhhh,positive
gaa idiro chema,neutral
Elle dure 7 secondes so easy.,positive
new-man:,neutral
"Ouai j'ai vu ca Le_Seigneur_Des_Tombes ,j'attend le sujet de Nordhall",neutral
salut,positive
Malheureusement je ss tres tres loin damien,negative
Bonjour tous le monde,positive
Gay bi pv,neutral
 Bonsoir  gigi18,positive
Imen: bayna hhh,neutral
Je trouve 6 réponses a votre demande.  voici les 5 plus récentes (dans l'ordre): Crumble Musique carine31 Juju fred31620. Crumble (Chaat@290328BB.C51893CA.EF8C7DE9.IP) a été vu pour la dernière fois joindre #adultes il y a 8 minutes. Crumble est maintenant sur #adultes.,neutral
Moscoo bolbol rah je pense,neutral
delphine (Chaat@6C7FECBB.8EB2A170.DABA5AE9.IP) a été vu pour la dernière fois quitter #Accueil il y a 1 heure (Bon retour sur www.chaat.fr).,negative
Caramelo:  tu cliques sur le pseudo dans la liste puis message privé,neutral
dah l oued,neutral
Dialoguersimplement,neutral
bonsoir Insomnie,negative
bsr Achoum,positive
bonsoir killbill,positive
❤❤❤❤ eurasienne ❤❤❤❤ ,positive
je crois,neutral
jhhhhhhh,positive
c'est sur que faut que tout le monde en profite !,positive
Oui après ça se complique,neutral
LeRebelle: T'as déjà mis les pieds dans une fac ?,negative
t'es là entrain de te masturber derrière ton écran et tu ouvre ta bouche,negative
bonne nuit Ennour,positive
YouTube Maroon 5 - Sugar (Official Music Video) par Maroon5VEVO (durée: 5:02) - Vue(s): 3500368444,neutral
un  un peut pas trop petit vieux ca le fait mdr,positive
ki makech son ni la cam   mala possible gaa rjal,neutral
Ennour:  re,positive
Terre-Hermess Tu es Benjamin Button?,neutral
Bonsoir,positive
Adage pour faire in monde à deux,neutral
laissez moi chaaaaanter,neutral
"les frites sont meilleur cuites dans la graisse de boeuf, hannibal-smith76",neutral
o li frustré  iqol ana w ana,neutral
Imen khsarra 3lik,neutral
bsahtek mala dert lafair,neutral
Vitaa wsh sava bien,positive
Hiba: Bonjour ^^,positive
Personne:osef lol xD,negative
sava,positive
la prochaine fois je te préviens avant ma TiteSeve mdrrr,positive
isseb o yedreb  dok rahi techki  :D,positive
au fait pour la merguez si tu savais la fabrication killbill tu en mangerais pas,negative
" ℹ️ [ INFO Chaat.fr ] ℹ️ : Tapez !radio pour avoir les liens de vos DJ préférés ♫♬♪, ou Activez le player en bas de page sur les boutons: ▶│┄ ᴧ",neutral
lol le stress !,negative
La brune elle te calcule pas donc fait de même tu as rien à faire,negative
Myrtille clikc sur mon psedo et tu verras messages privé,neutral
Rire ma killbill,positive
vulgaires,negative
lesmecs ya un accident 'est l fille qui paie,negative
vitaa1:   v   prv,neutral
هاد العام,neutral
عدياني خليتهم ميتين بعذاب الحريق,neutral
et paf la piaf !!!!,negative
je suis tenace mdrr,negative
st cyp c'est tombé de classe,negative
H-Lamberty:  ici aussi le tps est gris,negative
Ennour:  ca va,positive
"(c'est bon LuTiN_MaLiN s'en va, on va pouvoir recommencer)",neutral
Guest32725: tu ve me voir lol toto ,neutral
"chipie offre une bonne tasse de _C_] _a_] _f_] _é_] toute chaude à hannibal-smith76 >> Un peu de lait, du sucre ? ",positive
hhhhhhhhhhhhhhhh,positive
Tess_: Va te faire vomir je fini le reste....,negative
Bsr tt le monde,positive
The_Swing: j'en sais rien !,negative
eurasienne|vivaitalia fait un énorme Kiiiiisss à DialoguerSimplement,positive
oh je pensais l avoir fait stage mdrrr,neutral
Pas trop chaud ici ?,neutral
grominet01: ah ouf :),positive
hannibal-smith76|venere:  suis pas tess 77 lol,neutral
à magnum ??,neutral
merci chipie c'est adorable,positive
ah ok basseme,positive
Et toi comment vas tu ?,positive
mais chez mon boucher,neutral
"Hello nanasse, Tramontane",positive
ça risque pas ,negative
Mdrrr,positive
راسي فالمتحف,neutral
pas siffle,negative
J'ai envie de vomir ... La connerie masculine est vraiment sans limite ...,negative
lol chipie,positive
italie se qualifie,neutral
Bonjour chipie bises,positive
c'est plaisir hannibal-smith76 :),positive
les italiens souffrent lol,negative
"Mamy: C'est super Strasbourg, qu'est-ce que tu n'as pas aimé là-bas ?",positive
mdrrr Babycrew,positive
bon ça va aller à la prolongation ça hannibal-smith76|venere,negative
Imen: new-man hhhhh,neutral
o bras dessu bras dessou tzokh,neutral
https://m.youtube.com/watch?v=ZoAK1h30fkE,neutral
Arabica fait un énorme Kiiiiisss à nasia,positive
elle dit pas bjrs à tout le monde :op ,negative
Salut ici,positive
On va pas s'autodétruire,positive
yen a beaucoup qui sont bonnes,positive
Non jai la réplique acerbe parfois P0ussiere2lune lol,negative
fort1 je t'en prie,positive
bienvenu,positive
bueno4: olala bzf sutou qd tu trvl et la pression ,negative
"bigoook1, oh tu fais quoi elle est mineur espèce de KONARD ",negative
coucou grominet01 bisous :),positive
Coucou,positive
Bonsoir GCDS ..,positive
suis aux anges,positive
Insomnie: en quoi on est larbins ?,negative
on pensera quand même à eux pareil ):,positive
Speedd lol,positive
!café chipie,neutral
bakii:  elle n'est plus là,negative
non ça va,positive
Bonsoir.,positive
Adage: خِخِخِخِخِخِخِ,neutral
Bah félicitations forseti c est le premier d'une longue liste je crois,positive
!coeur eurasienne ,positive
!kiss sagesse68,positive
 chipie prend Eddie- dans ses bras et lui fait un énorme calin ❤❤❤,positive
"Un petit cochon se retourne vers ses deux amis : les compains, on a du bol sur ce coup là",positive
je lui dis mais non ce n'est pas la solution,negative
°º o o º° Envie d'écouter la RaDiO ? clique ici ==> http://www.radiostarmaroc.com/  °º o o º°,neutral
merci a tous de votre écoute bonne fin de soiree :x:x:x,positive
donc elle s'en crée un autre,neutral
Ça va trop vite,negative
Argelino1 hhhhhhhhh tbat thatref khtik 😂,positive
Bsr tlm,positive
l argent se joue sur tout si ca rapporte,neutral
Bisouille Terre-Hermess :),positive
Babycrew j'allais envoyer le lien à quelqu'un,neutral
"Barbie:  bin si tu ne veux pas avoir les affamés, faut trouver un pseudo pas très attirant",positive
samedii:  tgoulha dirlek  khoul3  hhhh belek,positive
"Mariie (Chaat@DF848C5B.F0AE1EA3.BFD94F61.IP) a été vu pour la dernière fois quitter #Accueil il y a 2 heures, 48 minutes (Bon retour sur www.chaat.fr).",neutral
♥♥♥☻,positive
voila mon adresse skype sabina crimmel ajouter moi  si possible si vous le voulez pour en faire connaissance 2☻3,positive
Qui est en prison ?,neutral
b jrnée cobrà,positive
Castiel >> bonsoir,positive
3000 euros,neutral
هاه وشبيك,neutral
"je suis obsédée par cette chanson, et Miley Cyrus est supra jolie",positive
Forseti > t'as pas répondu à la question de eurasienne,negative
canari:  dok ejik tyara tedik  tarmik fsahra  lol,neutral
oooh t'as bobo ou The_Swing :o,neutral
_Medecin_Ritale Ouiiii :3,positive
jamais éveillée hannibal-smith76|venere mdrrr,negative
m dahk,neutral
Belkacem|Abs: hhhhh,neutral
pomme de terres et une tite sauce creme et cidre,neutral
Petite question svp,neutral
vitaa1:  lolll,positive
je n'ai pas d'addiction,positive
nanala,neutral
Cc Barbie,positive
😲 Unknown,negative
suicide repoussé jdois être là le 22 juin et 20 octobre 2022,negative
Certaine,neutral
jsp comment ça s'affiche chez toi mais chez moi on comprend clairement que c'est pas de moi et que c'est une playlist avec les sons des autres que j'aime,negative
Tramontane:,neutral
"Desesperance : elle est déçue, mais elle va quand même ! Et le Desesperance va aussi ?",negative
à toi de m'envoyer,neutral
Tess_: Je peux en avoir aussi au passage ? j'gratte a tout les rateliers comme tu peux le voir...,negative
Elolo: hey lolo,positive
je crains le pire,negative
ben si pourtant aala,positive
à faut faire attention Mamy,neutral
adage nti  mohajaba,neutral
bonjour ChoupetteNoPV,positive
speedd: Celle du coeur !! lol,neutral
trop bien j'tenvoie mec attend,positive
bisous,positive
Bises NEwMAn,positive
Anya: lol bayna hhh,positive
oui speedd merci et toi,positive
ça sent le gage mdr,neutral
hamdoullah merci new-man,positive
Déluge or,positive
امين,positive
Moi pupuce,positive
"Bien entendu Mamy, c'était pour mettre une note de beauté dans le programme.",positive
Bonjour nanasse,positive
"Silver (Chaat@882A74CE.E37076E4.F6193691.IP) a été vu pour la dernière fois quitter #Accueil il y a 20 heures, 16 minutes (Bon retour sur www.chaat.fr).",neutral
PV  kbyle222,neutral
j aurais adoré la fac lol,positive
Naim:  tu as pu berne les autres pas moi,negative
merci bien speedd,positive
Salam,positive
Re Pact,positive
wahrani31: salam jari,positive
ici vaut mieux s'inventer un mari pour être tranquille,negative
Dans la vie,neutral
mute,neutral 
A oui c mieux,neutral
bonjour Thorman,positive
Salut Mardi,positive
bonsoir gigi18,positive
samedii: manger vendredi,neutral
Speedd a savoir si je serais la ma présence est courte :),neutral
Bonne année happyy,positive
ben je preparais le gateau et le theeeeeeeeeeeeeeeeeeeeeeeee,positive 
😁 speedd,positive
Barbapapa:  bonjour,positive
السبت ليس عيد المسلمين,negative
hhhhhhh,positive
Mais bravo quand même.,posiitive
Tramontane:  bah vu que j'suis pas beau vous profiteriez pas de grand chose :'),negative
pipoune:  jai regardé une emission ou des gens qui setaient pas vu depuis longtemps se retrouvaient et jai bcou pleuré lol,positive
c une femelle lol diablotin,neutral
tu as l'air d'une bonne pompeuse de tuyaux,negative
le tien,neutral
déjà de retour Belkacem|dz ?,neutral
"mais je vois l'angleterre  gagner l""euro",positive
çà j'en sais rien Caramelo,negative
Anya pousse Adage dans la piscine pour s'en débarasser! PLOUF !!!  ._.·´¯(_..·´¯(_ t(>.<t)..·´¯(_..·´¯(.,negative
!tapavu pact,neutral
" ℹ️ [ INFO Chaat.fr ] ℹ️ : Tapez !radio pour avoir les liens de vos DJ préférés ♫♬♪, ou Activez le player en bas de page sur les boutons: ▶│┄ ᴧ",neutral
Imen: tanque t recevera ça ve dir koi avancy legodam,neutral
fort1 hamdouallah contente de te revoir,positive
Ohh ce n'est pas l'age qui compte elinea c'est l'intention 😂😂,negative
mais miam,positive 
bonjour aurore,positive
Forza italia oupssss....je craque,negative
!kiss new-man,negative
1 - 1 !!,neutral
Inno:  DEmain  j ai une journee assez   remplie,negative
nazou Mars07 allez en pv et laissez ns tranquil,negative
merci de le dire ya du suspens hannibal-smith76|venere,positive
donc programme de l'été.,neutral
hhhhhh,positive
lol Koharu.,neutral
adage  li mayakolch  yemred corona,neutral
bsr Babycrew,positive
il est la booba?,neutral
https://www.youtube.com/watch?v=XQADcAm3lqU,neutral
!massage The_Swing mais pas des pieds çà pu !,negative
hello,positive
bonjour Vanille,positive
tu acceptes imen?,neutral
"bigoook1, lol le realname :D ",neutral
fellicitation eurasiene,positive 
Barbapapa tu viens de te mettre une cible dans le dos,negative
Et viva espagna lol,positive
je te laisserai tout nettoyer P0ussiere2lune,negative
coucou,positive
" ℹ️ [ INFO Chaat.fr ] ℹ️ : ⛔ STOP aux bagarres ❗ ⛔ Tout comportement négatif ou violent pourra être sanctionné par un Kick voir un Ban. Pour chaque minute où vous êtes en colère, vous perdez 60 secondes de bonheur. Ce TChat n'est pas un défouloir. Merci :)",negative
